"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-RE-PU-EPUNEMI-2025-001-474763","RE-PU-EPUNEMI-2025-001-474763-2025-10-03T19:15:16.941Z-compiled","RE-PU-EPUNEMI-2025-001-474763","RE-PU-EPUNEMI-2025-001-474763","CONTRATACIÓN DEL SERVICIO ANUAL DE SUSCRIPCIÓN A LA BASE DE DATOS SCOPUS+SCIVAL PARA EL DESARROLLO DE INVESTIGACIÓN CIENTÍFICA EN LA UNIVERSIDAD ESTATAL DE MILAGRO","active","EC-RUC-0968598800001-474763","EMPRESA DE PRODUCCION Y DESARROLLO ESTRATEGICO DE LA UNIVERSIDAD ESTATAL DE MILAGRO","39500.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-22T16:00:00-05:00","2025-09-25T16:00:00-05:00","2025-09-25T16:00:00-05:00","3","2025-09-22T16:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-10-08T17:00:00-05:00","2025-10-08T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTC-2025-003-2671","RE-PU-UTC-2025-003-2671-2025-09-25T19:01:06.064Z-compiled","RE-PU-UTC-2025-003-2671","RE-PU-UTC-2025-003-2671","CONTRATACIÓN ANUAL DE 30 LICENCIAS DEL SOFTWARE ESTADÍSTICO SPSS PARA ELLABORATORIO DE LA CARRERA DE ECONOMÍA EN LA UNIVERSIDAD TÉCNICA DE COTOPAXI","active","EC-RUC-0560001270001-2671","UNIVERSIDAD TECNICA DE COTOPAXI ","13278.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-11T19:00:00-05:00","2025-09-16T11:00:00-05:00","2025-09-16T11:00:00-05:00","4","2025-09-11T19:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-09-16T19:00:00-05:00","2025-09-16T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CGE-2025-001-35516","RE-PU-CGE-2025-001-35516-2025-09-25T19:01:06.092Z-compiled","RE-PU-CGE-2025-001-35516","RE-PU-CGE-2025-001-35516","MANTENIMIENTO PREVENTIVO, CORRECTIVO Y ATENCIÓN ALLAMADAS DE EMERGENCIA DE LOS ASCENSORES HUBSCHMANN RHEIN DE LASDIRECCIONES PROVINCIALES DE GUAYAS, IMBABURA, LOJA Y TUNGURAHUA DE LA CGE","active","EC-RUC-1760002360001-35516","CONTRALORIA GENERAL DEL ESTADO","14400.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-12T17:30:00-05:00","2025-09-17T10:00:00-05:00","2025-09-17T10:00:00-05:00","4","2025-09-12T17:30:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-09-26T16:30:00-05:00","2025-09-26T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-UEA-2025-007-124342","RE-PU-UEA-2025-007-124342-2025-10-04T19:09:30.561Z-compiled","RE-PU-UEA-2025-007-124342","RE-PU-UEA-2025-007-124342","CONTRATACIÓN DE LICENCIAS ACADÉMICAS PARA EL USO DE LA HERRAMIENTA ANTIPLAGIO TURNITIN - DOCUMENTOS ILIMITADOS E INTEGRACIÓN LMS PARA LA UNIVERSIDAD ESTATAL AMAZÓNICA","active","EC-RUC-1660012180001-124342","Universidad Estatal Amazonica","25000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-17T15:00:00-05:00","2025-09-23T15:00:00-05:00","2025-09-23T15:00:00-05:00","6","2025-09-17T15:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","","2025-10-02T17:00:00-05:00","2025-10-02T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPAMMFL-2025-04-25643","RE-PU-ESPAMMFL-2025-04-25643-2025-10-07T19:41:27.809Z-compiled","RE-PU-ESPAMMFL-2025-04-25643","RE-PU-ESPAMMFL-2025-04-25643","CONTRATACIÓN DELSERVICIO PARA LA SUSCRIPCIÓN BIANUAL A LA BIBLIOTECA VIRTUAL ELIBRO, DE LIBROSDIGITALES ACADÉMICOS PARA LA ESCUELA SUPERIOR POLITÉCNICA AGROPECUARIA DEMANABÍ MANUEL FÉLIX LÓPEZ","active","EC-RUC-1360023840001-25643","Escuela Superior Politecnica Agropecuaria de Manabi ""Manuel Felix Lopez""","17304.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T14:00:00-05:00","2025-09-22T14:00:00-05:00","2025-09-22T14:00:00-05:00","6","2025-09-16T14:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-09-26T17:00:00-05:00","2025-09-26T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-IAEN-2025-003-2575","RE-PU-IAEN-2025-003-2575-2025-10-07T19:41:27.445Z-compiled","RE-PU-IAEN-2025-003-2575","RE-PU-IAEN-2025-003-2575","SUSCRIPCIÓN DE LA BASE DE DATOS TAYLOR & FRANCIS PARA EL INSTITUTO DE ALTOS ESTUDIOS NACIONALES","active","EC-RUC-1768120520001-2575","INSTITUTO DE ALTOS ESTUDIOS NACIONALES","16100.88","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-15T17:00:00-05:00","2025-09-19T15:00:00-05:00","2025-09-19T15:00:00-05:00","3","2025-09-15T17:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica","","2025-10-01T17:00:00-05:00","2025-10-01T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-BDE-2025-003-2435","RE-PU-BDE-2025-003-2435-2025-10-04T19:10:49.842Z-compiled","RE-PU-BDE-2025-003-2435","RE-PU-BDE-2025-003-2435","SERVICIO DEL SISTEMA ELECTRÓNICO BURSÁTIL REDEVAL","active","EC-RUC-1760002950001-2435","BANCO DE DESARROLLO DEL ECUADOR B.P.","11400.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-25T14:30:00-05:00","2025-09-30T10:00:00-05:00","2025-09-30T10:00:00-05:00","4","2025-09-25T14:30:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-10-07T17:00:00-05:00","2025-10-07T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CEN-2025-004-715112","RE-PU-CEN-2025-004-715112-2025-10-17T19:47:54.040Z-compiled","RE-PU-CEN-2025-004-715112","RE-PU-CEN-2025-004-715112","CONTRATAR EL SERVICIO DEL MANTENIMIENTO DEL SISTEMA SPS","active","EC-RUC-1768183870001-715112","OPERADOR NACIONAL DE ELECTRICIDAD - CENACE","189000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-25T20:00:00-05:00","2025-10-06T11:00:00-05:00","2025-10-06T11:00:00-05:00","10","2025-09-25T20:00:00-05:00","","","","TRUE","Cumplimiento Especificaciones,Indices Financieros,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-22T20:00:00-05:00","2025-10-22T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-PG-2025-002-31125","RE-PU-PG-2025-002-31125-2025-10-15T20:12:20.365Z-compiled","RE-PU-PG-2025-002-31125","RE-PU-PG-2025-002-31125","PARTICIPACIÓN EN EL EVENTO HORECA FEST 2025 HOTELES, RESTAURANTES Y CAFETERÍAS","active","EC-RUC-0960000140001-31125","Gobierno Provincial del Guayas","70000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-18T18:00:00-05:00","2025-09-22T10:00:00-05:00","2025-09-22T10:00:00-05:00","3","2025-09-18T18:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia Específica","","2025-09-26T17:00:00-05:00","2025-09-26T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UITEY-2025-008-541976","RE-PU-UITEY-2025-008-541976-2025-10-07T19:41:28.343Z-compiled","RE-PU-UITEY-2025-008-541976","RE-PU-UITEY-2025-008-541976","Actualización de licencias ENVI para uso en la Escuela de Ciencias de la Tierra, Energía y Ambiente de la Universidad de Investigación de Tecnología Experimental Yachay","complete","EC-RUC-1768176820001-541976","UNIVERSIDAD DE INVESTIGACIÓN DE TECNOLOGÍA EXPERIMENTAL YACHAY","7213.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-19T16:30:00-05:00","2025-09-26T09:00:00-05:00","2025-09-26T09:00:00-05:00","6","2025-09-19T16:30:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-10-06T16:30:00-05:00","2025-10-06T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-IKIAM-2025-008-599302","RE-PU-IKIAM-2025-008-599302-2025-10-01T19:09:22.849Z-compiled","RE-PU-IKIAM-2025-008-599302","RE-PU-IKIAM-2025-008-599302","Mantenimiento preventivo y correctivo, con repuestos, para los equipos analíticos Shimadzu del LNRA y LPN de la URAI","active","EC-RUC-1768182040001-599302","UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM","58490.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T16:00:00-05:00","2025-09-23T09:00:00-05:00","2025-09-23T09:00:00-05:00","6","2025-09-16T16:00:00-05:00","","","","","Otros Parámetros de Calificación,Equipo Propuesto,Personal Técnico,Experiencia Específica","","2025-09-26T16:00:00-05:00","2025-09-26T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-RDP-2025-0002-109432","RE-PU-RDP-2025-0002-109432-2025-10-15T20:15:48.130Z-compiled","RE-PU-RDP-2025-0002-109432","RE-PU-RDP-2025-0002-109432","ADQUISICIÓN DE 12 TARJETAS SGCT PARA VARIADOR E DEL SISTEMA ACUEDUCTO LA ESPERANZA - RDP","active","EC-RUC-1792157781001-109432","Refineria del Pacifico RDP Compañia de Economia Mixta","194020.08","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-24T11:30:00-05:00","2025-10-01T08:00:00-05:00","2025-10-01T08:00:00-05:00","6","2025-09-24T11:30:00-05:00","","","","TRUE","Cumplimiento Especificaciones,Garantía Técnica,Personal Técnico","","2025-10-13T09:00:00-05:00","2025-10-13T09:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTC-2025-004-2671","RE-PU-UTC-2025-004-2671-2025-10-08T19:45:22.135Z-compiled","RE-PU-UTC-2025-004-2671","RE-PU-UTC-2025-004-2671","ARRENDAMIENTO DE LICENCIA DE UN SISTEMA PARA VERIFICAR LA SIMILITUD DE CONTENIDOACADÉMICO Y DE INVESTIGACIÓN DE LA UNIVERSIDAD TÉCNICA DE COTOPAXI POR UN AÑO","active","EC-RUC-0560001270001-2671","UNIVERSIDAD TECNICA DE COTOPAXI ","13378.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-24T19:00:00-05:00","2025-09-29T11:00:00-05:00","2025-09-29T11:00:00-05:00","4","2025-09-24T19:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-10-06T19:00:00-05:00","2025-10-06T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-027-2345","RE-PU-GADMCPZ-2025-027-2345-2025-10-02T19:07:12.351Z-compiled","RE-PU-GADMCPZ-2025-027-2345","RE-PU-GADMCPZ-2025-027-2345","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LA BUSETA JAC HFC COASTER CON GARANTÍA TÉCNICA DEL FABRICANTE Y VIGENCIA TECNOLÓGICA, PERTENECIENTE AL GADM-PASTAZA","active","EC-RUC-1660000250001-2345","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA","7392.47","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T18:00:00-05:00","2025-09-23T10:00:00-05:00","2025-09-23T10:00:00-05:00","6","2025-09-16T18:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico","","2025-09-26T11:00:00-05:00","2025-09-26T11:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DHG-2025-010-5702","RE-PU-DHG-2025-010-5702-2025-10-17T19:46:33.761Z-compiled","RE-PU-DHG-2025-010-5702","RE-PU-DHG-2025-010-5702","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO ANUAL PREVENTIVO Y CORRECTIVO CON REPUESTOS DEL SISTEMA GENERADOR Y DISTRIBUIDOR DE VAPOR CALDERO MARCA SUPERIOR DE 150 BHP DE LA DHG","active","EC-RUC-0968520100001-5702","DIRECCION HOSPITALARIA GUAYAQUIL","68693.50","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-25T18:00:00-05:00","2025-10-03T14:00:00-05:00","2025-10-03T14:00:00-05:00","7","2025-09-25T18:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General","","2025-10-14T17:00:00-05:00","2025-10-14T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-036-54651","RE-PU-HCAM-2025-036-54651-2025-10-13T19:43:07.923Z-compiled","RE-PU-HCAM-2025-036-54651","RE-PU-HCAM-2025-036-54651","ADQUISICIÓN DE REPUESTOS Y MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS CAMILLAS LOS PINOS PERTENECIENTES AL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARÍN","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","145800.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-25T19:00:00-05:00","2025-10-01T09:00:00-05:00","2025-10-01T09:00:00-05:00","5","2025-09-25T19:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-08T19:00:00-05:00","2025-10-08T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DD14D03S-2025-21-76040","RE-PU-DD14D03S-2025-21-76040-2025-10-15T20:17:28.088Z-compiled","RE-PU-DD14D03S-2025-21-76040","RE-PU-DD14D03S-2025-21-76040","Servicio de Mantenimiento Preventivo y Correctivo de la Camioneta GREAT WALL Placa NEA1244 de la Dirección Distrital 14D03 - Logroño - Sucúa - Salud del Proyecto Interculturalidad","active","EC-RUC-1460003710001-76040","DIRECCION DISTRITAL 14D03 - LOGROÑO - SUCUA - SALUD","1521.14","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-26T12:00:00-05:00","2025-10-06T12:00:00-05:00","2025-10-06T12:00:00-05:00","10","2025-09-26T12:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Personal Técnico","","2025-10-22T12:00:00-05:00","2025-10-22T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADM-2025-01-31689","RE-PU-GADM-2025-01-31689-2025-10-16T20:09:53.812Z-compiled","RE-PU-GADM-2025-01-31689","RE-PU-GADM-2025-01-31689","CONTRATACIÓN DEL SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE DIÉSEL 2 INDUSTRIAL PARA MAQUINARIA PESADA DE PROPIEDAD DEL GADC MIRA","active","EC-RUC-0460000560001-31689","GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA","87520.80","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-26T17:15:00-05:00","2025-10-03T10:00:00-05:00","2025-10-03T10:00:00-05:00","6","2025-09-26T17:15:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-10-13T17:00:00-05:00","2025-10-13T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADPP-2025-21-2426","RE-PU-GADPP-2025-21-2426-2025-09-30T19:08:29.451Z","RE-PU-GADPP-2025-21-2426","RE-PU-GADPP-2025-21-2426","Servicio de participación del Gobierno Autónomo Descentralizado de la Provincia de Pichincha en el Evento Ecuestre de la Copa Pichincha Latitud 0","complete","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","35000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-29T15:00:00-05:00","2025-09-29T17:00:00-05:00","2025-09-29T17:00:00-05:00","","2025-09-29T15:00:00-05:00","","","","","Cumplimiento Especificaciones,Experiencia Específica","","2025-09-30T09:30:00-05:00","2025-09-30T09:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-UTA-2025-006-3205","RE-PU-UTA-2025-006-3205-2025-09-30T19:08:24.067Z-compiled","RE-PU-UTA-2025-006-3205","RE-PU-UTA-2025-006-3205","CONTRATACIÓN DEL SERVICIO DE SUSCRIPCIÓN A LA BASE DE DATOS CIENTÍFICA SCOPUS PARA EL USO ACADÉMICO, INVESTIGATIVO Y BIBLIOGRÁFICO DE LA UNIVERSIDAD TÉCNICA DE AMBATO","active","EC-RUC-1860001450001-3205","UNIVERSIDAD TÉCNICA DE AMBATO","20000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-15T20:00:00-05:00","2025-09-22T10:00:00-05:00","2025-09-22T10:00:00-05:00","6","2025-09-15T20:00:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General","","2025-09-26T20:00:00-05:00","2025-09-26T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UPSE-2025-004-81550","RE-PU-UPSE-2025-004-81550-2025-10-09T19:38:33.539Z-compiled","RE-PU-UPSE-2025-004-81550","RE-PU-UPSE-2025-004-81550","SERVICIO DE RENOVACIÓN DE LICENCIA DE ACCESO Y USO DE BASE DE DATOS MULTIDISCIPLINARIA: ELIBRO, COLECCIÓN ESPAÑOL UPSE, PARA LA UNIVERSIDAD ESTATAL PENÍNSULA DE SANTA ELENA","active","EC-RUC-0968559740001-81550","UNIVERSIDAD ESTATAL PENINSULA DE SANTA ELENA","12638.25","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-29T17:30:00-05:00","2025-10-03T14:00:00-05:00","2025-10-03T14:00:00-05:00","3","2025-09-29T17:30:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-10-13T17:00:00-05:00","2025-10-13T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPP-2025-017-253178","RE-PU-EPP-2025-017-253178-2025-10-01T19:09:18.623Z-compiled","RE-PU-EPP-2025-017-253178","RE-PU-EPP-2025-017-253178","ADQUISICIÓN DE REPUESTOS PARA MEDIDORES DE FLUJO PARA DESPACHO DE COMBUSTIBLE","active","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","398367.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-08-29T17:30:00-05:00","2025-09-09T10:00:00-05:00","2025-09-09T10:00:00-05:00","10","2025-08-29T17:30:00-05:00","","","","","Oferta Económica,Certificados de calidad de bienes","","2025-09-25T17:00:00-05:00","2025-09-25T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DMG-Z8-2025-003-387997","RE-PU-DMG-Z8-2025-003-387997-2025-10-17T19:48:12.785Z-compiled","RE-PU-DMG-Z8-2025-003-387997","RE-PU-DMG-Z8-2025-003-387997","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS MOTOCICLETAS MARCA HONDA MODELO XRE-300 CON VIGENCIA TECNOLÓGICA DEL DISTRITO METROPOLITANO DE GUAYAQUIL ZONA 8","active","EC-RUC-0968590150001-387997","DISTRITO METROPOLITANO DE GUAYAQUIL","531558.31","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-30T19:00:00-05:00","2025-10-08T10:00:00-05:00","2025-10-08T10:00:00-05:00","7","2025-09-30T19:00:00-05:00","","","","TRUE","Experiencia,Otros Parámetros de Calificación,Equipo Propuesto,Personal Técnico,Experiencia Específica","","2025-10-20T19:00:00-05:00","2025-10-20T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMGDT-2025-001-264472","RE-PU-EPMGDT-2025-001-264472-2025-10-14T20:04:53.360Z-compiled","RE-PU-EPMGDT-2025-001-264472","RE-PU-EPMGDT-2025-001-264472","SUSCRIPCIÓN DE NUEVOS COMPONENTES AL SERVICIO DE PROVISIÓNDE DATOS EN LÍNEA PARA LA GESTIÓN DE SERVICIOS DEINTELIGENCIA TURÍSTICA PARA EL DMQ?,","active","EC-RUC-1768154420001-264472","Empresa Pública Metropolitana de Gestión de Destino Turístico","177950.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-30T16:30:00-05:00","2025-10-03T15:00:00-05:00","2025-10-03T15:00:00-05:00","2","2025-09-30T16:30:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","","2025-10-14T18:00:00-05:00","2025-10-14T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UNAMYDESC-2025-001-361280","RE-PU-UNAMYDESC-2025-001-361280-2025-10-03T19:10:06.486Z-compiled","RE-PU-UNAMYDESC-2025-001-361280","RE-PU-UNAMYDESC-2025-001-361280","CONTRATACIÓN DE ACTUALIZACIÓN DEL SISTEMAINFORMATICO DEL CENTRO DE MEDICO DE UNAMYDESC","active","EC-RUC-0860044290001-361280","UNIDAD DE ASISTENCIA MEDICA DESARROLLO SOCIAL Y CULTURAL ADSCRITO AL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ESMERALDAS","1700.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-17T16:00:00-05:00","2025-09-19T14:00:00-05:00","2025-09-19T14:00:00-05:00","1","2025-09-17T16:00:00-05:00","","","","TRUE","Experiencia,Cumplimiento Especificaciones,Personal Técnico","","2025-09-26T17:00:00-05:00","2025-09-26T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEJCA-2025-328-87497","RE-PU-HEJCA-2025-328-87497-2025-10-14T20:04:53.224Z-compiled","RE-PU-HEJCA-2025-328-87497","RE-PU-HEJCA-2025-328-87497","ADQUISICIÓN DE RISDIPLAM SÓLIDO ORAL POLVO 0,75 MG/ML","active","EC-RUC-0160017400001-87497","HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA","295512.96","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-09-26T17:30:00-05:00","2025-10-01T08:00:00-05:00","2025-10-01T08:00:00-05:00","4","2025-09-26T17:30:00-05:00","","","","","Otros Parámetros de Calificación","","2025-10-08T20:00:00-05:00","2025-10-08T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UG-2025-005-55840","RE-PU-UG-2025-005-55840-2025-10-15T20:15:48.370Z-compiled","RE-PU-UG-2025-005-55840","RE-PU-UG-2025-005-55840","CONTRATACIÓN DEL SERVICIO DE SUSCRIPCIÓN A BASE CIENTÍFICA SCOPUS PARA LA COORDINACIÓN DE INVESTIGACIÓN DE LA UNIVERSIDAD DE GUAYAQUIL","active","EC-RUC-0960002510001-55840","UNIVERSIDAD DE GUAYAQUIL","35193.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-26T17:00:00-05:00","2025-10-02T09:00:00-05:00","2025-10-02T09:00:00-05:00","5","2025-09-26T17:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Personal Técnico","","2025-10-13T17:00:00-05:00","2025-10-13T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HLGD-2025-001-93666","RE-PU-HLGD-2025-001-93666-2025-10-16T20:09:53.838Z-compiled","RE-PU-HLGD-2025-001-93666","RE-PU-HLGD-2025-001-93666","CONTRATACIÓN POR RÉGIMEN ESPECIAL DE LA ?ADQUISICIÓN DEDIESEL INDUSTRIAL 2 PARA CALDEROS Y GENERADORES DEL HOSPITAL LUIS G. DAVILA","active","EC-RUC-0460003230001-93666","HOSPITAL GENERALPROVINCIAL LUIS G DAVILA","30070.94","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-26T17:30:00-05:00","2025-10-02T20:00:00-05:00","2025-10-02T20:00:00-05:00","6","2025-09-26T17:30:00-05:00","","","","","Experiencia,Oferta Económica,Garantía Técnica,Equipo Propuesto","","2025-10-16T20:00:00-05:00","2025-10-16T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UC-2025-004-30951","RE-PU-UC-2025-004-30951-2025-10-14T20:04:50.330Z-compiled","RE-PU-UC-2025-004-30951","RE-PU-UC-2025-004-30951","CONTRATACIÓN DEL SERVICIO DE SUSCRIPCIÓN AL PROGRAMA DE FORMACIÓN DE PROFESORES Y PERSONAL Y ODILO UNIVERSITY","active","EC-RUC-0160001240001-30951","UNIVERSIDAD DE CUENCA","23100.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-09-16T18:00:00-05:00","2025-09-23T09:00:00-05:00","2025-09-23T09:00:00-05:00","6","2025-09-16T18:00:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-09-30T18:00:00-05:00","2025-09-30T18:00:00-05:00","","1"
