"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-RE-PU-SZZCH-2025-006-178816","RE-PU-SZZCH-2025-006-178816-2025-03-27T11:46:23.806Z-compiled","CONTRATACIÓN DE UNA ESTACIÓN DE SERVICIO PARA EL ABASTECIMIENTO DE COMBUSTIBLE GASOLINA ECO PAIS, PARA LOS VEHÍCULOS DEL DISTRITO PAQUISHA Y VEHÍCULOS QUE SE ENCUENTREN DE COMISIÓN Y SEAN ASIGNADOS POR NECESIDAD DEL SERVICIO A LA SUBZONA ZAMORA","2025.052.0044.0000.01.00.000.001.000.1900.530255.000000.001.0000.0000-","","9000.00","USD"
"ocds-5wno2w-RE-PU-SZZCH-2025-005-178816","RE-PU-SZZCH-2025-005-178816-2025-03-27T11:46:23.335Z-compiled","CONTRATACIÓN DE UNA ESTACIÓN DE SERVICIO PARA EL ABASTECIMIENTO DE COMBUSTIBLE GASOLINA ECOPAIS, PARA LOS VEHÍCULOS POLICIALES ASIGNADOS AL CIRCUITO YANTZAZA Y VEHÍCULOS QUE SE ENCUENTREN DE COMISIÓN","2025.052.0044.0000.01.00.000.001.000.1900.530255.000000.001.0000.0000-","","9000.00","USD"
"ocds-5wno2w-RE-PU-UPEC-2025-002-24327","RE-PU-UPEC-2025-002-24327-2025-03-28T11:49:42.414Z-compiled","PRESTACIÓN DEL SERVICIO DE INTERNET Y RED AVANZADA PARA LA UNIVERSIDAD POLITÉCNICA ESTATAL DEL CARCHI – UPEC","2025.233.0000.0000.01.00.000.001.000.0401.530105.000000.001.0000.0000-","","79132.80","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-029-87497","RE-PU-HEJCA-2025-029-87497-2025-04-09T12:54:42.658Z-compiled","CONTRATACIÓN DE MANTENIMIENTO PREVENTIVO DE ASCENSORES MITSUBISHI DEL HEJCA","530402","","21192.92","USD"
"ocds-5wno2w-RE-PU-HE-1-2025-003-43246","RE-PU-HE-1-2025-003-43246-2025-05-02T12:28:55.261Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO DE 04 ASCENSORES MARCA MITSUBISHI DEL HE1","2025.074.0000.0000.01.00.000.001.000.1701.530404.000000.001.0000.0000-","","13830.24","USD"
"ocds-5wno2w-RE-PU-INNOVA-EP-2025-001-1195529","RE-PU-INNOVA-EP-2025-001-1195529-2025-03-22T12:40:40.633Z-compiled","SERVICIO DE MANTENIMIENTO VEHICULAR LIVIANOS","530405-530803-530813","","10412.79","USD"
"ocds-5wno2w-RE-PU-FONAG-2025-003-227909","RE-PU-FONAG-2025-003-227909-2025-03-27T11:46:24.288Z-compiled","Contratación del servicio de soporte técnico del sistema de control presupuestario del FONAG","1.01.08-ACTGST2025007T002","","4800.00","USD"
"ocds-5wno2w-RE-PU-EPMTT-2025-002-706983","RE-PU-EPMTT-2025-002-706983-2025-04-12T13:19:22.462Z-compiled","CONTRATACIÓN DE LA LICENCIA ULTIMA VERSIÓN DEL SOFTWARE CALIFICADOR DE REVISIÓN TÉCNICA VEHICULAR DE LA EPMGESTITRANSVT,QUE INCLUYE LA GESTIÓN DEL SISTEMA DE MATRICULACIÓN, CONTROLOPERATIVO Y SOPORTE TÉCNICO ESPECIALIZADO","530702","","100000.00","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-002-52558","RE-PU-HEEE-2025-002-52558-2025-04-15T12:50:33.164Z-compiled","ADQUISICION DEL MEDICAMENTO RIBOCICLIB SOLIDO ORAL 200 MG PARAPACIENTES AUTORIZADOS PARA EL HOSPITAL DE ESPECIALIDADES EUGENIOESPEJO","2025.320.1420.0000.58.00.000.002.000.1701.530809.000000.001.0000.0000-","","89151.30","USD"
"ocds-5wno2w-RE-PU-GADMCO-2025-002-26427","RE-PU-GADMCO-2025-002-26427-2025-03-27T11:46:27.485Z-compiled","Contratación del servicio del mantenimiento preventivo Tractor de oruga D6T","03.A100.110.02.730404.000.10.A13.01.99.99.99.99.00","","14051.59","USD"
"ocds-5wno2w-RE-PU-ATV-2025-003-767154","RE-PU-ATV-2025-003-767154-2025-04-22T12:18:03.781Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS MOTOCICLETAS DE LA EMPRESA PÚBLICA MUNICIPAL DE TRÁNSITO, MOVILIDAD Y VIGILANCIA CIUDADANA DE SAMBORONDÓN EN APLICACIÓN DEL PRINCIPIO DE VIGENCIA TECNOLÓGICA","730405","","9456.60","USD"
"ocds-5wno2w-RE-PU-BASEDU-2025-001-42111","RE-PU-BASEDU-2025-001-42111-2025-03-28T11:49:42.742Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO YCORRECTIVO PARA LOS VEHÍCULOS GREAT WALL MODELO POER AC 2.0CD 4X2 TM DIESEL DE LA BASE NAVAL SAN EDUARDO","2025.070.3017.0000.01.00.000.001.000.0901.530704.000000.001.0000.0000-","","59712.07","USD"
"ocds-5wno2w-RE-PU-MCSG-2025-001-747111","RE-PU-MCSG-2025-001-747111-2025-07-09T17:47:03.798Z-compiled","?ADQUISICIÓN DEL LICENCIAMIENTO DE USO PERPETUO PARA EL SISTEMA INTEGRAL DE MATRICULACIÓN Y CALIFICADOR DE REVISIÓN TÉCNICA VEHICULAR PARA LA MANCOMUNIDAD CENTRO SUR GUAYAS?","5.3.07.02","","29900.00","USD"
"ocds-5wno2w-RE-PU-HEP-2025-00002-889479","RE-PU-HEP-2025-00002-889479-2025-07-12T17:10:40.793Z-compiled","ADQUISICIÓN DEL MEDICAMENTO OCRELIZUMAB LIQUIDO PARENTERAL 30MG/ML, PARA EL TRATAMIENTO DEL PACIENTES CON DIAGNOSTICO ESCLEROSIS MÚLTIPLE PRIMARIA PROGRESIVA DEL HOSPITAL DE ESPECIALIDADES PORTOVIEJO","2025.320.9004.0000.58.00.000.002.000.1301.530809.000000.001.0000.0000-","","21096.72","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-27001-41357","RE-PU-MDMQ-2025-27001-41357-2025-04-05T13:12:35.871Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS DE LAS MÁQUINAS DE ANESTESIA DATEX OHMEDA DE LA UMSN","1000077385","","10219.42","USD"
"ocds-5wno2w-RE-PU-HEP-2025-00001-889479","RE-PU-HEP-2025-00001-889479-2025-05-14T12:47:40.867Z-compiled","ADQUISICIÓN DEL MEDICAMENTO FUERA DEL CUADRO NACIONAL DE MEDICAMENTOS BÁSICOS OFATUMUMAB LÍQUIDO PARENTERAL 20 MG/0.4 ML 50MG/ML, UTILIZADO PARA EL TRATAMIENTO DE ESCLEROSIS MÚLTIPLE RECURRENTE EN PACIENTES ATENDIDOS EN EL HOSPITAL DE ESPECIALIDADE","2025.320.9004.0000.58.00.000.005.000.1301.530809.000000.001.0000.0000-","","14732.40","USD"
"ocds-5wno2w-RE-PU-HTMC-2025-002-2810","RE-PU-HTMC-2025-002-2810-2025-03-29T11:51:07.509Z-compiled","ADQUISICIÓN DE 4.368 CÁPSULAS DE FINGOLIMOD-GILENYA DE 0,5 MG, PARA EL TRATAMIENTO DE 12 PACIENTES DE LA U. T. DE NEUROLOGÍA, CON MEDIDA CAUTELAR NRO. 17250-2018-00062, ACCIÓN DE PROTECCIÓN NRO. 09359-2018-03103 Y ACCIÓN DE PROTECCIÓN NRO. 09901-2023","530809","","264045.60","USD"
"ocds-5wno2w-RE-PU-UTLVTE-2025-001-75445","RE-PU-UTLVTE-2025-001-75445-2025-03-29T11:51:37.697Z-compiled","DOTACIÓN DE HERRAMIENTAS INFORMÁTICAS PARA LAS ACTIVIDADES DE INVESTIGACIÓN ACADÉMICAS Y ADMINISTRATIVAS CEDIA","2025.165.0000.0000.83.00.000.001.000.0801.530105.000000.003.0000.0000-","","156099.36","USD"
"ocds-5wno2w-RE-PU-CBMM-2025-002-22249","RE-PU-CBMM-2025-002-22249-2025-04-17T12:24:42.610Z-compiled","CONTRATACIÓN PARA LA ADQUISICIÓN DE TONERS PARA LAS COPIADORAS DEL CUERPO DEBOMBEROS MUNICIPAL DE MACHALA","530804","","16988.00","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-004-52558","RE-PU-HEEE-2025-004-52558-2025-04-15T12:50:33.542Z-compiled","ADQUISICION DELMEDICAMENTO OCRELIZUMAB 30 MG/ML LIQUIDO PARENTERAL PARAPACIENTES AUTORIZADOS PARA EL HOSPITAL DE ESPECIALIDADES EUGENIO ESPEJO","2025.320.1420.0000.58.00.000.002.000.1701.530809.000000.001.0000.0000-","","316450.80","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-050-87497","RE-PU-HEJCA-2025-050-87497-2025-06-04T15:42:39.434Z-compiled","ADQUISICIÓN DE REACTIVOS DE HEMOSTASIA Y PERFIL HORMONAL PARA LA UNIDAD DE PATOLOGIA CLINICA","530810","","190988.83","USD"
"ocds-5wno2w-RE-PU-EPMMOP-2025-04-741823","RE-PU-EPMMOP-2025-04-741823-2025-07-08T17:45:44.948Z-compiled","ADQUISICIÓN DE REPUESTOS YACCESORIOS INCLUIDO SERVICIO DEINSTALACIÓN PARA MAQUINARIA DE LAMARCA WIRTGEN, HAMM, VOGELE","630813","","248513.88","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-8001-41357","RE-PU-MDMQ-2025-8001-41357-2025-03-13T12:01:02.039Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHICULOS LIVIANOS CON VIGENCIA TECNOLOGICA DE LA ADMINISTRACION ZONAL LOS CHILLOS AZLC","530243","","15312.00","USD"
"ocds-5wno2w-RE-PU-MTOP-LLD-2025-00001-2533","RE-PU-MTOP-LLD-2025-00001-2533-2025-03-13T12:00:22.095Z-compiled","REPARACIÓN DEL MOTOR DE BABOR DEL REMOLCADOR SUINLI I DE LA SUPERINTENDENCIA DEL TERMINAL PETROLERO DE LA LIBERTAD","2025.520.0028.0000.01.00.000.001.000.2402.530405.000000.998.0000.0000-","","15007.09","USD"
"ocds-5wno2w-RE-PU-HHCC-2025-001-8380","RE-PU-HHCC-2025-001-8380-2025-04-05T13:13:31.363Z-compiled","CONTRATACIÓN DE TETRAHIDROCLORURO DE TRIENTINA 150MG SÓLIDO ORAL PARA PACIENTE CACAJOAB CON DIAGNÓSTICO DE ENFERMEDAD DE WILSON PROCESO JUDICIALIZADO.","2025.320.1050.0000.58.00.000.005.000.0301.530809.000000.001.0000.0000-","","285746.40","USD"
"ocds-5wno2w-RE-PU-GIR-Z8-2025-001-179419","RE-PU-GIR-Z8-2025-001-179419-2025-03-14T11:53:30.133Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHÍCULOS CHEVROLET DE LA JEFATURA ZONAL DE INTERVENCIÓN Y RESCATE GUAYAS","2025.052.0073.0000.01.00.000.001.000.0901.530803.000000.001.0000.0000-","","14200.00","USD"
"ocds-5wno2w-RE-PU-GADM-C-2025-001-55680","RE-PU-GADM-C-2025-001-55680-2025-04-05T13:12:39.990Z-compiled","ADQUISICIÓN DE DIÉSEL PREMIUM PARA EL PARQUE AUTOMOTOR DEL GAD MUNICIPAL DE CASCALES","7.3.02.55","","54691.00","USD"
"ocds-5wno2w-RE-PU-GIR-Z8-2025-02-179419","RE-PU-GIR-Z8-2025-02-179419-2025-04-15T12:50:34.893Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO QUE NO SE ENCUENTRA EN TIQUETERA PARA VEHÍCULOS MARCA KIA DE LA JEFATURA ZONAL DE INTERVENCIÓN Y RESCATE GUAYAS.","2025.052.0073.0000.01.00.000.001.000.0901.530405.000000.001.0000.0000-","","26538.73","USD"
"ocds-5wno2w-RE-PU-CELECEP-2025-08047-238940","RE-PU-CELECEP-2025-08047-238940-2025-08-12T22:25:37.903Z-compiled","HAG ADQUISICION DE ACTUADORES ELECTRICOS PARA EL SISTEMA ANTI EXPLOSION TRANSFORMER PROTECTOR TP DE LAS CENTRALES AGOYAN PUCARÁ Y SAN FRANCISCO INCLUYE INSTALACION","5120100201","","23400.00","USD"
"ocds-5wno2w-RE-PU-EPAAGE-MEJIA-2025-01-384004","RE-PU-EPAAGE-MEJIA-2025-01-384004-2025-10-03T19:04:13.137Z-compiled","MANTENIMIENTO DEL CHASIS Y MÓDULO DELHIDROSUCCIONADOR VACTOR","6.3.04.04","","4000.00","USD"
"ocds-5wno2w-RE-PU-EMOVTZA-2025-001-720763","RE-PU-EMOVTZA-2025-001-720763-2025-05-10T12:45:59.624Z-compiled","ACTUALIZACION Y MANTENIMIENTO DEL SISTEMA INFORMATICO DE REVISION TECNICA VEHICULAR DE EMOVTZA-EP","5.3.07.01","","45000.00","USD"
"ocds-5wno2w-RE-PU-DD10D02AAOS-2025-01-574800","RE-PU-DD10D02AAOS-2025-01-574800-2025-06-24T17:03:40.354Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO QUEINCLUYE REPUESTOS PARA LA AMBULANCIA APH DENOMINADA ?IA 1? PERTENECIENTEAL PARQUE AUTOMOTOR DE LA DIRECCIÓN DISTRITAL 10D02 ANTONIO ANTE OTAVALOSALUD","2025.320.1257.0000.24.00.052.001.000.1004.730604.000000.202.8888.8888-123200000.0000.386804","","1569.88","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-001-868544","RE-PU-HGSQ-2025-001-868544-2025-08-12T22:25:37.506Z-compiled","ADQUISICIÓN DE CIRCUITO UNIVERSAL PARAVENTILADOR DE TRANSPORTE PEDIÁTRICO PARA EL HOSPITAL GENERAL DEL SURDE QUITO","530826","","12800.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-005-54651","RE-PU-HCAM-2025-005-54651-2025-04-25T12:47:08.007Z-compiled","Adquisición del medicamento PERTUZUMAB LIQUIDO PARENTERAL S.I. 30 MG/ML para laUnidad Técnica de Farmacia Hospitalaria","530809","","399000.00","USD"
"ocds-5wno2w-RE-PU-BASEDU-2025-002-42111","RE-PU-BASEDU-2025-002-42111-2025-04-02T12:01:26.486Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARALOS VEHÍCULOS CHEVROLET D-MAX CRDI PREMIER AC 2.5 CD 4X4 TMDIESEL DE LA BASE NAVAL SAN EDUARDO","2025.070.3017.0000.55.00.000.001.000.0901.530405.000000.001.0000.0000-","","33080.19","USD"
"ocds-5wno2w-RE-PU-CCQA-HD-CHIMBACALLE-2025-01-80443","RE-PU-CCQA-HD-CHIMBACALLE-2025-01-80443-2025-04-09T12:54:42.889Z-compiled","Adquisición placas de procesamiento en seco de tamaño 10x12"" y 14x17 para impresora AGFA para el servicio de Imagenología del C.C.Q.A. H.D Chimbacalle","32","","19776.00","USD"
"ocds-5wno2w-RE-PU-AGUAPAS-2025-002-585093","RE-PU-AGUAPAS-2025-002-585093-2025-04-22T12:18:05.595Z-compiled","SERVICIO DE MANTENIMIENTO POSTVENTA PARA VEHÍCULO LIVIANO TIPOCAMIONETA DE COMERCIALIZACIÓN","5.3.04.05","","10260.73","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-002-868544","RE-PU-HGSQ-2025-002-868544-2025-04-22T12:18:05.899Z-compiled","ADQUISICIÓN DE DISPOSITIVOS DE HEMODIÁLISIS PARA LAS MÁQUINAS MARCA FRESENIUS MODELO 4008S PROPIEDAD DEL HOSPITAL GENERAL DEL SUR DE QUITO","530826","","393362.16","USD"
"ocds-5wno2w-RE-PU-MINTEL-2025-001-236348","RE-PU-MINTEL-2025-001-236348-2025-04-24T12:46:24.017Z-compiled","MANTENIMIENTO DE ASCENSORES DEL EDIFICIO PARTENÓN","2025.540.0000.0000.01.00.000.001.000.1701.530402.000000.001.0000.0000-","","7473.36","USD"
"ocds-5wno2w-RE-PU-GADG-2025-001-2620","RE-PU-GADG-2025-001-2620-2025-05-01T12:36:03.671Z-compiled","ADQUISICIÓN DE REPUESTOS, ACCESORIOS Y SERVICIO DE MANTENIMIENTO PREVENTIVO DE: MOTONIVELADORA, RODILLO VIBRATORIO EXCAVADORA RETROEXCAVADORA MINICARGADORA DE PROPIEDAD DEL GAD-GONZANAMÁ","3.6.1.7.3.04.04-3.6.1.7.3.08.13-3.6.1.7.3.08.03","","42361.34","USD"
"ocds-5wno2w-RE-PU-GADMCO-2025-001-26427","RE-PU-GADMCO-2025-001-26427-2025-04-12T13:19:21.708Z-compiled","Contratación del servicio de mantenimiento preventivo de las camionetas marca Great Wall modelo Poer año 2024","03.A100.110.02.730803.000.10.A13.01.99.99.99.99.00","","9776.00","USD"
"ocds-5wno2w-RE-PU-HGONA-2025-001-730708","RE-PU-HGONA-2025-001-730708-2025-09-24T18:50:13.815Z-compiled","ADQUISICIÓN DE AGENTE ESTERILIZANTE PERÓXIDO DE HIDRÓGENO PARA EL HOSPITAL GINECO OBSTÉTRICO PEDIÁTRICO DE NUEVA AURORA LUZ ELENA  ARISMENDI","2025.320.9002.0000.90.00.000.005.000.1701.530826.000000.001.0000.0000-","","74200.00","USD"
"ocds-5wno2w-RE-PU-DHG-2025-003-5702","RE-PU-DHG-2025-003-5702-2025-06-25T16:26:05.434Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO ANUAL DEL EQUIPO LÁSER DE HOLMIO DE 100 WATTSS MARCA LUMENIS MODELO VERSAPULSE POWERSUITE DEL SERVICIO DE UROLOGÍA DE LA DHG","2025.058.0002.0000.91.00.000.001.000.0901.530404.000000.001.0000.0000-","","13500.00","USD"
"ocds-5wno2w-RE-PU-FONAG-2025-004-227909","RE-PU-FONAG-2025-004-227909-2025-04-10T12:38:30.301Z-compiled","CONTRATACIÓN DEL SERVICIO DE UN LABORATORIO CERTIFICADO PARA EL ANÁLISIS DE MUESTRAS DE AGUA DE LA RED DE MONITOREO PERMANENTE FONAG REQUERIDOS PARA LA COMPARACIÓN HISTÓRICA CON ANÁLISIS ANTERIORES","ACTPGA2025003T003-ACTACH2025015T","","10557.00","USD"
"ocds-5wno2w-RE-PU-EPMMOP-2025-06-741823","RE-PU-EPMMOP-2025-06-741823-2025-05-13T12:39:55.341Z-compiled","PRESTACIÓN DEL SERVICIO DE SOPORTE AL SISTEMA CGWEB INSTALADO EN LA EPMMOP","530701","","22059.00","USD"
"ocds-5wno2w-RE-PU-UTM-2025-001-41046","RE-PU-UTM-2025-001-41046-2025-04-16T12:40:45.958Z-compiled","CONTRATACIÓN SERVICIO DE ACCESO A LA RED AVANZADA DEINVESTIGACIÓN Y ACADEMIA PARA LA UNIVERSIDAD TÉCNICA DE MANABÍ","2025.173.0000.0000.01.00.000.001.000.1301.530303.000000.001.0000.0000-","","266736.36","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-041-87497","RE-PU-HEJCA-2025-041-87497-2025-04-16T12:40:46.375Z-compiled","ADQUISICIÓN DE OCRELIZUMAB LIQUIDO PARENTERAL 30 MG/ML","530809","","237338.10","USD"
"ocds-5wno2w-RE-PU-FMS-2025-001-283676","RE-PU-FMS-2025-001-283676-2025-04-01T11:58:26.425Z-compiled","RENOVACIÓN DEL CONTRATO PARA LA PRESTACIÓN DEL SERVICIO PARA SOPORTE, MANTENIMIENTO Y ACTUALIZACIÓN DE LOS SISTEMAS FINANCIERO, ADMINISTRATIVO Y PUNTO DE VENTA CODISA NAF Y CODISA RETAIL DE LA EMPRESA FARMASOL EP.","5.3.07.01","","15350.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-006-54651","RE-PU-HCAM-2025-006-54651-2025-04-29T12:22:02.336Z-compiled","Adquisición del medicamento GUSELKUMABLIQUIDO PARENTERAL S.I. 100 MG/ML para la Unidad Técnica de Farmacia Hospitalaria","530809","","265735.50","USD"
"ocds-5wno2w-RE-PU-EPMSA-2025-02-259318","RE-PU-EPMSA-2025-02-259318-2025-06-09T15:47:21.828Z-compiled","Adquirir suministros para los equipos detectores de trazas de explosivos","630804","","11842.00","USD"
"ocds-5wno2w-RE-PU-GADPP-2025-1-2426","RE-PU-GADPP-2025-1-2426-2025-07-02T17:36:22.499Z-compiled","SERVICIO DE POSICIONAMIENTO DEL DESTINO PICHINCHA EN EL EVENTO?COPA MUNDIAL DE FOTOGRAFÍA 2025? EL 20 Y 21 DE MARZO DE 2025 EN LAPROVINCIA DE PICHINCHA","37.36.78.744.007.2025.7302025","","15000.00","USD"
"ocds-5wno2w-RE-PU-ISSFA-2025-001-2803","RE-PU-ISSFA-2025-001-2803-2025-05-06T12:30:41.212Z-compiled","?SERVICIO DE MANTENIMIENTO DE LOS ASCENSORES DEL EDIFICIO ISSFA MATRIZ?","2025.3.304.0001.5.3.0404","","9843.48","USD"
"ocds-5wno2w-RE-PU-GADPDM-2025-001-2609","RE-PU-GADPDM-2025-001-2609-2025-04-12T13:20:17.839Z-compiled","SERVICIO DE INFRAESTRUCTURA DE CLOUD SERVICIO EN LA NUBE PARA EL GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIAL DE MANABÍ","53.01.05","","204231.36","USD"
"ocds-5wno2w-RE-PU-EPMMOP-2025-07-741823","RE-PU-EPMMOP-2025-07-741823-2025-07-08T17:45:50.778Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS INCLUIDO SERVICIO DE INSTALACIÓN PARA MAQUINARIA DE LA MARCA CASE","6.3.08.13","","17653.64","USD"
"ocds-5wno2w-RE-PU-HEP-2025-00003-889479","RE-PU-HEP-2025-00003-889479-2025-09-30T18:59:22.371Z-compiled","ADQUISICIÓN DEL MEDICAMENTO FUERA DEL CUADRO NACIONAL DE MEDICAMENTOS BASICOS RIBOCICLIB SÓLIDO ORAL 200 MG PARA CÁNCER DE MAMA HR+, HER2- AVANZADO PARA PACIENTE DEL HOSPITAL DE ESPECIALIDADES PORTOVIEJO","2025.320.9004.0000.58.00.000.002.000.1301.530809.000000.001.0000.0000-","","17830.26","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-8002-41357","RE-PU-MDMQ-2025-8002-41357-2025-03-22T12:40:42.088Z-compiled","El objeto del presente es la contratacion del SERVICIO DE MANTENIMIENTO PREVENTIVO YCORRECTIVO DE LOS VEHICULOS LIVIANOS CON VIGENCIA TECNOLOGICA DE LA ADMINISTRACIONZONAL LOS CHILLOS AZLC","530243","","15312.00","USD"
"ocds-5wno2w-RE-PU-EPA-2025-001-555086","RE-PU-EPA-2025-001-555086-2025-04-25T12:47:10.254Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EL CUMPLIMIENTO DE LA VIGENCIA TECNOLÓGICA DE TRACTORES DE ORUGA Y TRACTO CAMIONES MÁS CAMA BAJA DE LA EPA EP","630404","","83253.34","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-007-54651","RE-PU-HCAM-2025-007-54651-2025-04-25T12:47:10.136Z-compiled","Adquisición del dispositivo médico: KIT DE CIRUGÍA CARDÍACA PREMONTADA CON OXIGENADOR RECUBIERTO, DE MEMBRANA, ADULTO, CON MEMBRANA DE INTERCAMBIADOR DE CALOR INTEGRADO para la Unidad de Cardiotorácica","530826","","357000.00","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-003-54651","RE-PU-HCAM-2025-003-54651-2025-05-01T12:36:05.885Z-compiled","DQUISICIÓN DEL DISPOSITIVO MÉDICO:SISTEMA INMUNOHISTOQUÍMICA PARA LA UNIDAD TÉCNICA DE ANATOMÍA PATOLÓGICA","530810","","556074.11","USD"
"ocds-5wno2w-RE-PU-GADMAA-2025-001-50459","RE-PU-GADMAA-2025-001-50459-2025-06-27T16:23:33.976Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS CAMIONETAS GRET WALL DEL GAD MUNICIPAL DE ANTONIO ANTE","140.7.3.04.05140.7.3.08.13","","31238.36","USD"
"ocds-5wno2w-RE-PU-BASESM-2025-001-85929","RE-PU-BASESM-2025-001-85929-2025-03-22T12:40:18.458Z-compiled","Servicio de mantenimiento preventivo y correctivo de los vehículos que mantienen vigencia tecnológica, asignados a la Base Naval Esmeraldas, incluyen repuestos y lubricantes","2025.070.3045.0000.01.00.000.001.000.0801.530104.000000.001.0000.0000-","","41060.12","USD"
"ocds-5wno2w-RE-PU-GADMEP-2025-03-36452","RE-PU-GADMEP-2025-03-36452-2025-06-11T15:48:53.498Z-compiled","CONTRATACIÓN DEL SERVICIO DE UN TALLER EXTERNO PARA MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO REPUESTOS ORIGINALES PARA LA CAMIONETA TOYOTA HILUX ZMA-1067","7.3.04.05","","9230.90","USD"
"ocds-5wno2w-RE-PU-DIRNEA-2025-001-585577","RE-PU-DIRNEA-2025-001-585577-2025-04-25T12:47:11.057Z-compiled","CONTRATACIÓN DE MANTENIMIENTO PREVENTIVO PARA DOS 2 VEHICULOS TIPO CAMIONETA MARCA GREAT WALL MODELO POER DC 4X2, DE PROPIEDAD DE LA DIRECCIÓN NACIONAL DE LOS ESPACIOS ACUATICOS DIRNEA","2025.070.3059.0000.91.00.000.004.000.0901.530405.000000.001.0000.0000-","","3677.95","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-003-868544","RE-PU-HGSQ-2025-003-868544-2025-04-29T12:22:03.877Z-compiled","ADQUISICIÓN DE CAL SODADA 1.2 LITROS PARA EL HOSPITAL GENERAL DEL SUR DE QUITO","02.00.000.002.530826.1701.601.0000.0000","","22010.00","USD"
"ocds-5wno2w-RE-PU-EPCH-2025-0002-329706","RE-PU-EPCH-2025-0002-329706-2025-05-08T12:36:09.245Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO REPUESTOS Y ACCESORIOS POR PERIODO DE VIGENCIA TECNOLOGICA Y GARANTIA TECNICA DE LA CAMIONETA CHEVROLET D MAX CDRI PREMIER AC 2 5 CD 4x4 PERTENECIENTES A LA EMPRESA PUBLICA DEL COMPLE","730405","","4456.66","USD"
"ocds-5wno2w-RE-PU-COGUAR-2025-00002-25964","RE-PU-COGUAR-2025-00002-25964-2025-06-25T16:26:09.707Z-compiled","MANTENIMIENTO PREVENTIVO DE LOS VEHICULOS GREAT WALL DEL COMANDO DE GUARDACOSTAS","2025.070.3011.0000.91.00.000.003.000.0901.530802.000000.001.0000.0000-","","7121.52","USD"
"ocds-5wno2w-RE-PU-SPE-2025-00002-1045225","RE-PU-SPE-2025-00002-1045225-2025-04-09T12:54:43.693Z-compiled","Contratación para el servicio de manipulación de carga en el terminal de Carga de Quito TCC","630202","","99268.13","USD"
"ocds-5wno2w-RE-PU-UIAD-2025-001-270725","RE-PU-UIAD-2025-001-270725-2025-04-30T12:29:38.928Z-compiled","CONTRATACIÓN DEL SERVICIO DE UNA MECÁNICA AUTOMOTRIZ PARA EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHÍCULOS DE LA MARCA GREAT WALL, MODELO WINGLE 7 AC 2.0 CD 4X4 TM DIÉSEL, ASIGNADOS A LA SOIA-PICHINCHA","2025.052.0084.0000.01.00.000.001.000.1701.530405.000000.001.0000.0000-","","7212.60","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-1510-41357","RE-PU-MDMQ-2025-1510-41357-2025-06-04T15:44:09.656Z-compiled","MANTENIMIENTO DE ASCENSOR DEPROPIEDAD DEL IMP AÑO 2025","530404","","2374.20","USD"
